#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
NO_CUE	You are very	You are very secretive and that may not always work in your favor.	_	_	_	_	_	_	OTHER
NO_CUE	You are very	You are very unsure of your decisions.	_	_	_	_	_	_	OTHER
NO_CUE	You are very good at	You are very good at avoiding your problems.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	You are very good at taking	You are very good at taking advice.	_	_	_	_	_	_	OTHER
NO_CUE	You are very good at taking	You are very good at taking instructions.	_	_	_	_	_	_	OTHER
NO_CUE	You are very good at taking	You are very good at taking notes.	_	_	_	_	_	_	OTHER
NO_CUE	You are very good at taking	You are very good at taking the pain out of difficult situations.	_	_	_	_	_	_	OTHER
NO_CUE	You are very happy to	You are very happy to be late.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	You believe	You believe if you have to get a job done you should do it yourself.	_	_	_	_	_	_	OTHER
NO_CUE	You believe	You believe in concepts that are somewhat unusual to most regular people.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You certainly mask the	You certainly mask the emotions you really feel.	_	_	_	_	_	_	OTHER
NO_CUE	You certainly mask the	You certainly mask the severity.	_	_	_	_	_	_	OTHER
NO_CUE	You clearly like	You clearly like having a lot to do.	_	_	_	_	_	_	OTHER
NO_CUE	You clearly like	You clearly like making music.	_	_	_	_	_	_	OTHER
NO_CUE	You clearly like	You clearly like older men.	_	_	_	_	_	_	OTHER
NO_CUE	You clearly like	You clearly like to inspire people.	_	_	_	_	_	_	OTHER
NO_CUE	You could	You could help with housework.	_	_	_	_	_	_	OTHER
NO_CUE	You could	You couldn't listen to other people's opinions without turning rage red.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You could ... and be ...	You could be kinder and be more compassionate.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You could ... and be ...	You could change and be patient.	_	_	_	_	_	_	OTHER
NO_CUE	You could ... and be ...	You could let them know and be upfront about the service you require.	_	_	_	_	_	_	OTHER
NO_CUE	You could do with	You could do with being more optimistic and less pessimistic.	_	_	_	_	_	_	OTHER
NO_CUE	You could do with	You could do with listening to others before you speak.	_	_	_	_	_	_	OTHER
NO_CUE	You could do with	You could do with putting yourself in my shoes for a couple of days.	_	_	_	_	_	_	OTHER
NO_CUE	You could do with	You could do with taking off your rose tinted glasses.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You could graduate from the school of	You could graduate from the school of extreme politeness.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You could graduate from the school of	You could graduate from the school of forgetting to turn off the lights.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You could graduate from the school of	You could graduate from the school of quietness.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You could probably make good use of	You could probably make good use of the feedback you received in your presentation.	_	_	_	_	_	_	OTHER
NO_CUE	You could've gone to ..., if you knew ...	You could've gone to a better university, if you knew the right people.	_	_	_	_	_	_	OTHER
NO_CUE	You could've gone to ..., if you knew ...	You could've gone to shower, if you knew you had dinner plans.	_	_	_	_	_	_	OTHER
NO_CUE	You could've gone to ..., if you knew ...	You could've gone to the top, if you knew how to stop.	_	_	_	_	_	_	OTHER
NO_CUE	You could've gone to ..., if you knew ...	You could've gone to university, if you knew some interview techniques.	_	_	_	_	_	_	OTHER
NO_CUE	You deviate from	You deviate from how things are to be done.	_	_	_	_	_	_	OTHER
NO_CUE	You deviate from	You deviate from the norm.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You deviate from	You deviate from the reality of the situation.	_	_	_	_	_	_	OTHER
NO_CUE	You deviate from	You deviate from what is expected of you.	_	_	_	_	_	_	OTHER
NO_CUE	You deviate from	You deviate from what the role and function is and focus on less important issues.	_	_	_	_	_	_	OTHER
NO_CUE	You didn't get	You didn't get the hint.	_	_	_	_	_	_	OTHER
NO_CUE	You didn't get	You didn't get the order right.	_	_	_	_	_	_	OTHER
NO_CUE	You didn't get	You didn't get your mother's way with words.	_	_	_	_	_	_	OTHER
NO_CUE	You do not	You do not always think things through.	_	_	_	_	_	_	OTHER
NO_CUE	You do not	You do not seem to care what others think.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You do not act in	You do not act in accordance with the rules of society.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You do not act in	You do not act in accordance with your age.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You do not have ... for ...	You do not have the right type of ability for the completion of the task.	_	_	_	_	_	_	OTHER
NO_CUE	You do not have ... for ...	You do not have to go for my benefit.	_	_	_	_	_	_	OTHER
NO_CUE	You don't	You don't always see the good in you.	_	_	_	_	_	_	OTHER
NO_CUE	You don't	You don't draw people to you.	_	_	_	_	_	_	OTHER
NO_CUE	You don't	You don't fulfill anything in a particularly willing or easy way.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You don't care about	You don't care about anyone but those in your immediate circle.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You don't care about	You don't care about how much time I spend washing your clothes.	EXTREME	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't care about	You don't care about the most important situation.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You don't care about	You don't care about workplace politics.	EXTREME	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't exactly bring ... around you.	You don't exactly bring good luck around you.	_	_	_	_	_	_	OTHER
NO_CUE	You don't have	You don't have much empathy.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't have	You don't have the desire to be more successful.	_	_	_	_	_	_	OTHER
NO_CUE	You don't have	You don't have to give in to the peer pressure.	_	_	_	_	_	_	OTHER
NO_CUE	You don't make an effort with	You don't make an effort with anyone.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You don't make an effort with	You don't make an effort with reaching out to friends anymore.	_	_	_	_	_	_	OTHER
NO_CUE	You don't make an effort with	You don't make an effort with remembering people's names.	_	_	_	_	_	_	OTHER
NO_CUE	You don't seem to ... women much.	You don't seem to idolize women much.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't seem to ... women much.	You don't seem to like women much.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't seem to ... women much.	You don't seem to refer positively to women much.	_	_	_	_	_	_	OTHER
NO_CUE	You don't seem to ... women much.	You don't seem to utilise the experience of women much.	_	_	_	_	_	_	OTHER
NO_CUE	You don't seem to have many	You don't seem to have many concerns about the environmental impact of your lifestyle.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't seem to have many	You don't seem to have many hobbies.	_	_	_	_	_	_	OTHER
NO_CUE	You don't seem to have many	You don't seem to have many options.	_	_	_	_	_	_	OTHER
NO_CUE	You don't seem to take too much ... in your ...	You don't seem to take too much care in your choice of words.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't seem to take too much ... in your ...	You don't seem to take too much care in your life.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You don't seem to take too much ... in your ...	You don't seem to take too much lead in your own work.	_	_	_	_	_	_	OTHER
NO_CUE	You don't waste	You don't waste any time thinking things over.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You don't waste	You don't waste time worrying about how other people are getting on.	_	_	_	_	_	_	OTHER
NO_CUE	You draw a sense ... from me.	You draw a sense of uncertainty from me.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your expertise on the subject of cooking.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your expertise to help others improve.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your extensive knowledge on cockroaches with everyone.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your home with visitors.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your knowledge of lithuanian folk dances.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your many accomplishments with others.	_	_	_	_	_	_	OTHER
NO_CUE	You enjoy sharing your	You enjoy sharing your winnings with others.	_	_	_	_	_	_	OTHER
NO_CUE	You exude great	You exude great apathy.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You got a face that	You got a face that looks confused.	_	_	_	_	_	_	OTHER
NO_CUE	You got a face that	You got a face that tells me you're unhappy about something.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have a limited view of life.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have a personality that is hard to understand.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have	You have a strong belief in the supernatural.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have	You have another woman besides your wife.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have	You have avoided the question.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have enthusiasm for extreme ideas.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have	You have fears in making big decisions.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have little care for animals.	EXTREME	_	_	_	ANTONYM	_	OTHER
NO_CUE	You have	You have table manners that the Romans would be proud of.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have taken the wrong path.	_	_	_	_	_	_	OTHER
NO_CUE	You have	You have very low standards.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have	You haven't got the best capacity for tolerance.	EXTREME	_	_	_	ANTONYM	_	OTHER
NO_CUE	You have	You haven't got the best judgement.	_	_	_	_	_	_	OTHER
NO_CUE	You have ... desires.	You have simple desires.	_	_	_	_	_	_	OTHER
NO_CUE	You have a ... interest in ...	You have a lack of interest in politics.	_	_	_	_	_	_	OTHER
NO_CUE	You have a ... interest in ...	You have a strange interest in yourself.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have a great	You have a great ability to hear what you want to hear.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have a great	You have a great sense of humour.	_	_	_	_	_	_	OTHER
NO_CUE	You have a great	You have a great singing voice.	_	_	_	_	_	_	OTHER
NO_CUE	You have a lot of	You have a lot of energy but perhaps it needs some redirection.	_	_	_	_	_	_	OTHER
NO_CUE	You have a lot of	You have a lot of self-doubt.	_	_	_	_	_	_	OTHER
NO_CUE	You have a lot of	You have a lot of things to say.	_	_	_	_	_	_	OTHER
NO_CUE	You have a rare and impressive talent for	You have a rare and impressive talent for base jumping.	_	_	_	_	_	_	OTHER
NO_CUE	You have a rare and impressive talent for	You have a rare and impressive talent for juggling five different balls in the air.	_	_	_	_	_	_	OTHER
NO_CUE	You have a rare and impressive talent for	You have a rare and impressive talent for mentoring younger students.	_	_	_	_	_	_	OTHER
NO_CUE	You have a rare and impressive talent for	You have a rare and impressive talent for summarising succinctly.	_	_	_	_	_	_	OTHER
NO_CUE	You have a real talent for	You have a real talent for being an introvert.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	You have a real talent for	You have a real talent for delegation.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have a real talent for	You have a real talent for editing wikipedia pages on obscure but important topics.	_	_	_	_	_	_	OTHER
NO_CUE	You have a real talent for	You have a real talent for leaving a task just slightly unfinished.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	You have a real talent for	You have a real talent for watercolours.	_	_	_	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for art.	_	_	_	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for being ambiguous.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for cooking.	_	_	_	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for making others feel comfortable.	_	_	_	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for making others happy.	_	_	_	_	_	_	OTHER
NO_CUE	You have a talent for	You have a talent for seeing the best in people.	_	_	_	_	_	_	OTHER
NO_CUE	You have a way of	You have a way of being preoccupied.	_	_	_	_	_	_	OTHER
NO_CUE	You have a way of	You have a way of making others want to do your work.	_	_	_	_	_	_	OTHER
NO_CUE	You have always given me ... vibes.	You have always given me amazing vibes.	_	_	_	_	_	_	OTHER
NO_CUE	You have always given me ... vibes.	You have always given me unconfident vibes.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have definitely not been	You have definitely not been a constant presence.	_	_	_	_	_	_	OTHER
NO_CUE	You have definitely not been	You have definitely not been at your best lately.	_	_	_	_	_	_	OTHER
NO_CUE	You have definitely not been	You have definitely not been friendly.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	You have lost	You have lost all sense of direction whilst being distracted by your phone.	_	_	_	_	_	_	OTHER
NO_CUE	You have lost	You have lost your sense of self.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have never	You have never been described as someone who makes peace.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You have never	You have never gotten up in the middle of the night for the baby.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have never	You have never paid for lunch.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have never	You have never respected my need to stay sober.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
NO_CUE	You have never	You have never spoken nicely.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You have no	You have no fat on you.	_	_	_	_	_	_	OTHER
NO_CUE	You have no	You have no idea how much potential you are wasting.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have no	You have no idea how your words can affect people.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have no	You have no patience with anybody.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have no	You have no sense of fault.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have no	You have no understanding of the benefits of diversity.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	You have obviously prioritised ... over ...	You have obviously prioritised family over work.	_	_	_	_	_	_	OTHER
NO_CUE	You have obviously prioritised ... over ...	You have obviously prioritised money over any hopes of a long-term relationship with the client.	_	_	_	_	_	_	OTHER
NO_CUE	You have obviously prioritised ... over ...	You have obviously prioritised other extracurricular activities over academics.	_	_	_	_	_	_	OTHER
NO_CUE	You have obviously prioritised ... over ...	You have obviously prioritised work over your friends.	_	_	_	_	_	_	OTHER
NO_CUE	You have obviously prioritised ... over ...	You have obviously prioritised your thoughts over hers.	_	_	_	_	_	_	OTHER
NO_CUE	You have potential to be	You have potential to be a Nobel Prize winner.	_	_	_	_	_	_	OTHER
NO_CUE	You have potential to be	You have potential to be an advocate for children and animals.	_	_	_	_	_	_	OTHER
NO_CUE	You have potential to be	You have potential to be anything you want to be.	_	_	_	_	_	_	OTHER
NO_CUE	You have potential to be	You have potential to be better.	_	_	_	_	_	_	OTHER
NO_CUE	You have some ... to do.	You have some assignments to do.	_	_	_	_	_	_	OTHER
NO_CUE	You have some ... to do.	You have some serious work to do.	_	_	_	_	_	_	OTHER
NO_CUE	You have some ... to do.	You have some thinking to do.	_	_	_	_	_	_	OTHER
NO_CUE	You have taken ... too ...	You have taken far too much time to decide to help me.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have taken ... too ...	You have taken the idea too far.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	You have turned ... into an art form.	You have turned overworking into an art form.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	You have very loose	You have very loose goals.	_	_	_	_	_	_	OTHER
NO_CUE	You have very loose	You have very loose ideas on what constitutes a joke, it can sometimes be offensive.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire	You inspire children to get involved with nature.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire	You inspire me so much.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire	You inspire other people to reconsider their life decisions.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire	You inspire others to achieve something new.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to be better.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to be kind.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to be more organised.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to get another job.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to keep on going through hard times.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to persist and set goals.	_	_	_	_	_	_	OTHER
NO_CUE	You inspire me to	You inspire me to recycle.	_	_	_	_	_	_	OTHER
